424_행정구역코드,평균공시지가(원/㎡),가구수,소득분위,단위면적당버스정류장개수,토지이용비율_주거,토지이용비율_상업,토지이용비율_공업,토지이용비율_녹지,토지이용비율_기타,1차산업_사업체규모(명/개),2차산업_사업체규모(명/개),3차산업_사업체규모(명/개),분산,총 인구수,참여율
1124052,3566390.003,11071,8분위,20.12578616,0.408258453,0,0,0.591741547,0,0,3.933333333,10.47642164,0.000170111,24785,0.003187412
1124053,4333056.355,5510,6분위,19.60784314,0.999055944,0,0,0.000944056,0,4,3.150684932,2.812210916,0.000144515,12539,0.003110296
1124054,4333056.355,8170,7분위,30.18867925,0.89745383,0.022404794,0,0.080141376,0,0,4.888888889,3.697158082,0.000356271,18726,0.002403076
1124055,3583988.516,8972,5분위,27.5862069,0.902311062,0,0,0.097688938,0,0,1.958115183,2.143322476,0.000291943,18916,0.002378938
1124056,3583988.516,8886,5분위,16.85393258,0.630204658,0,0,0.369795342,0,0,2.283018868,2.678661616,0.000151865,18713,0.002565062
1124057,6609474.231,6317,8분위,28,0.999999975,0,0,2.52E-08,0,0,7.28313253,4.323873122,0.000146904,15682,0.002614462
1124058,6609474.231,14550,6분위,27.5,0.85581093,0.14418907,0,0,0,0,5.446998723,4.027431996,0.000165664,26489,0.002604855
1124059,6609474.231,5956,9분위,11.35646688,0.277795417,0,0,0.722204583,0,4,2.6,7.142228739,0.000168312,18061,0.002602292
1124060,5376616.843,15693,7분위,26.06060606,0.95702389,0,0,0.04297611,0,4,5.231974922,5.568640646,0.000231884,38446,0.002861156
1124061,7039110.378,12434,7분위,27.84810127,1,0,0,0,0,0,22.02848101,3.110355987,0.000165194,23845,0.001929126
1124062,7039110.378,7647,8분위,18.86792453,1,0,0,0,0,0,5.238095238,2.993179881,0.000224921,19130,0.004443283
1124063,6993182.009,17072,6분위,24.21052632,0.999999987,0,0,1.35E-08,0,61.5,8.010940919,3.683360701,0.000211454,31584,0.002596251
1124064,6861511.51,16326,6분위,15.78947368,0.833226927,0,0,0.166773073,0,0,13.77037037,3.28882938,0.000247576,30325,0.002242374
1124065,6462785.195,12010,7분위,24.77876106,0.923142108,0.076857892,0,0,0,3,9.812619503,5.064480634,0.000194285,26252,0.001904617
1124066,6462785.195,9908,9분위,16.41791045,0.347457332,0.385010652,0,0.267532016,0,3.888888889,4.745098039,3.240418118,0.000197278,27265,0.003154227
1124067,6462785.195,12379,8분위,21.875,1,0,0,0,0,0,3.654237288,3.660038986,0.000352648,32229,0.002761488
1124068,5652646.634,8431,7분위,37.5,0.996459473,0.003540527,0,0,0,0,7.427947598,2.922114838,0.000171542,20012,0.003098141
1124069,3760106.72,15761,8분위,12.27272727,0.281072259,0.446751011,0,0.272176731,0,5.8,21.98306452,5.277371101,0.000304431,28871,0.003082678
1124081,3760106.72,12080,7분위,31.38686131,0.735691537,0,0,0.264308463,0,0,5.108374384,4.671954674,0.000276017,29534,0.002099275
1124082,3100311.58,9900,8분위,27.05882353,0.652009213,0.092333042,0,0.255657745,0,11,2.701754386,4.130182421,0.000769338,39095,0.002736923
1124071,8260413.313,15419,7분위,17.0212766,0.868652418,0.055869446,0,0.075478136,0,0,14.74475524,4.369207773,0.000214732,27953,0.002683075
1124079,8260413.313,11899,9분위,4.128440367,0.251267001,0,0,0.748732999,0,0,3,4.117379436,0.000226185,35036,0.003339422
1124080,8260413.313,12130,9분위,16.10738255,0.65864018,0.09865979,0,0.242700029,0,0,1.608695652,4.101173021,0.000178624,34338,0.002766614
1124075,8622194.444,7418,9분위,8.974358974,0.857074409,0,0,0.142925591,0,0,1.9,3.066334992,0.000338175,21318,0.004081058
1124077,8622194.444,5983,9분위,9.318996416,0.357857974,0.202867944,0,0.439274083,0,4,35.85106383,15.27848101,0.000192107,16775,0.004411326
1124078,8260413.313,3465,9분위,10,0.737570742,0,0,0.262429258,0,0,6.315789474,3.60443038,0.000178736,9550,0.003769634
1125051,1928635.627,12960,7분위,32.74336283,0.465557187,0.010631866,0.018518287,0.50529266,0,0,4.297619048,4.119941133,0.000482097,32794,0.002439471
1125052,2765103.677,11601,7분위,27.83505155,0.459068101,0,0,0.540931899,0,3,47.37714286,6.430232558,0.000400331,49000,0.001979592
1125053,4764949.228,10105,7분위,40.98360656,1,0,0,0,0,4,3.011904762,2.934376358,0.00023863,25856,0.002823329
1125054,4764949.228,6115,8분위,26.80412371,0.558836604,0.154300921,0,0.286862475,0,0,5.325,3.534124629,0.000382666,17524,0.003024424
1125055,2551587.382,8800,8분위,18.54304636,0.563504672,3.80E-06,0,0.436491527,0,1,1.645454545,2.484952709,0.000173393,24301,0.002757088
1125056,2551587.382,8705,6분위,12,0.384392455,0.029562951,0,0.586044594,0,0,2.783783784,3.485338726,0.000209623,22177,0.00180367
1125072,3174095.072,16172,6분위,13.7254902,1,0,0,0,0,1,2.188405797,2.314495255,0.000206967,34486,0.002667749
1125058,3174095.072,6352,7분위,7.627118644,0.201419395,0,0,0.737088068,0.061492538,0,2.555555556,3.227066303,0.000254954,15197,0.002039876
1125059,3174095.072,6369,8분위,3.585657371,0.275834126,0,0,0.724165874,0,1,3.925531915,2.175506268,0.000270259,17898,0.004581517
1125061,4577457.973,12913,6분위,30.98591549,1,0,0,0,0,0,3.24137931,2.45526839,0.000198506,26738,0.002019598
1125073,4577457.973,17730,6분위,23.56687898,0.543524419,0.08613991,0,0.291576735,0.078758936,0,3.577603143,2.990124024,0.000164517,33154,0.002201846
1125063,4577457.973,13901,7분위,16.4556962,0.640829254,0.359170746,0,0,0,3,3.358649789,3.703511053,0.000157279,26564,0.002635145
1125065,4820647.933,8258,7분위,44.82758621,1,0,0,0,0,17,7.082417582,5.338461538,0.000165474,19915,0.003615365
1125066,4820647.933,12909,6분위,34.32835821,0.889469438,0.110530562,0,0,0,0,3.270096463,2.71942758,0.000203045,23534,0.002591995
1125067,4820647.933,10606,6분위,22.53521127,0.956208461,0.043791539,0,0,0,8.75,3.746438746,2.842582897,0.000251306,23079,0.002253131
1125074,4603478.402,21589,6분위,23.60248447,0.650920278,0.123688118,0,0.177086224,0.04830538,5,4.776100629,3.870793037,0.00029568,45653,0.002278054
1125070,2920589.135,14,7분위,10.86956522,0.853434258,0,0,0.146565742,0,0,3,8.5625,0.000235656,133,0.007518797
1125071,2920589.135,11040,7분위,28.20512821,0.569037322,0,0,0.430962678,0,4,3.222222222,5.04198895,0.000233878,24661,0.00283849
