행정동코드,총생활인구수,남자0세부터9세생활인구수,남자10세부터14세생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수,남자70세이상생활인구수,여자0세부터9세생활인구수,여자10세부터14세생활인구수,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수,여자70세이상생활인구수
1123060,20846588.7791,949540.691,1321210.3913,1898673.8643,520810.1372,307046.0869,256039.5639,373353.6039,706842.1089,1136237.5632,808355.3049,494438.4612,317322.1819,282237.1051,551583.2842,787324.5495,1020246.9199,1730164.4131,577467.1932,355022.3199,359788.0343,599621.0443,1085646.9443,1478011.0339,777836.6871,533959.2056,449098.283,346928.9289,821782.9187
1123079,35357472.6766,995888.0968,1433551.3093,2527992.7028,937766.4048,1126414.4233,1306629.7105,1569622.222,1530165.5602,1904798.3753,1492080.9635,1087938.8645,789245.7337,631979.9877,1098041.1657,834774.0389,928186.7637,1589271.7666,1080142.4959,1329587.0595,1279887.4141,1288323.6909,1501387.2424,1913913.9908,1202723.9305,1031601.2835,836055.2613,690538.1081,1418964.1786
1123063,28257424.8962,754477.8819,827441.6867,2124590.5752,931878.6678,914476.9524,1050644.1442,1246642.0811,1219937.8463,1475156.311,1149864.8735,781257.3204,448070.6613,320358.8239,595004.78,786221.1756,745402.9156,2094524.4605,1097554.4338,1094423.3882,1086025.3846,1099175.3243,1264630.8251,1537527.2689,988069.3139,743812.3643,540819.7661,391943.1887,947492.4206
1123064,71345464.2504,606686.4936,264201.7535,1420398.1271,2504510.2895,4703312.8529,5100708.0264,5475099.4375,4399010.5415,3999113.2049,2864513.0861,2109910.7389,1386850.4172,956725.9485,1479282.8293,572048.6081,256116.3285,1391775.9644,4145802.5322,5667564.2891999995,5001344.5692,4294197.4155,2856753.3942,2380683.8265,1652883.3684,1644406.2411,1376847.5135,966022.0589,1868694.3948
1123065,37862517.7776,1453094.5784,989893.6554,1170281.3131,864931.1078,1395350.6308,1588316.1681,1901245.9125,2004375.266,2320728.3306,1538162.3985,1116950.918,666897.267,470501.5692,918159.1455,1306731.861,1023779.6477,1419859.8482,1366361.3141,1707528.9181,1691325.3375,1853738.0689,1995299.7186,2150127.517,1235843.5136,929424.9495,763957.9868,656005.234,1363645.5643
1123066,26109750.7119,1237787.1787,631446.7608,645296.8474,570956.4101,805479.6692,841185.3689,1054401.4635,1099172.0556,1196104.3627,997101.1782,835240.2054,629475.319,574264.438,942125.8128,1159968.978,698107.8184,790125.5483,786117.554,889956.5804,1017119.9558,1252339.8965,1238640.5481,1249854.1986,978266.5122,954611.3508,872934.9551,700739.5251,1460930.2253
1123067,21977928.963,1082996.4079,705742.0156,741184.4811,414010.6277,449021.3981,469182.204,693063.7767,883086.4966,1163984.296,862810.1275,676046.3116,454941.7504,401001.7221,786816.47,1034707.6779,807475.8946,1009020.3664,637471.1163,572148.4548,607156.537,978303.6342,1127230.7286,1393326.5427,867707.9965,775411.7062,625600.3833,553427.7312,1205051.9571
1123068,6201618.5746,257378.5182,163228.3821,158853.0667,109182.8654,146614.4525,159293.5045,270431.7532,289372.5648,313554.9325,261895.6331,239152.9725,188357.6136,167970.6638,280664.4755,237759.3746,153440.6674,161612.2571,124619.2573,132967.1523,216882.3405,267501.2728,296806.959,304014.3114,219301.384,251902.7224,228274.8562,202031.8643,398552.7998
1123080,17813875.5265,718698.7697,604619.2206,834740.5585,445752.3106,439641.1475,404461.2049,508321.2071,635901.1013,860966.5616,669848.0459,636251.3513,498289.6484,409385.8191,725840.0195,553417.8169,478358.5768,734491.2602,455054.1372,377293.8754,475619.7427,682413.2131,822925.5926,958939.2324,687622.0332000001,741362.3653,643179.3233,546510.5127,1263970.9234
1123071,11703395.8036,423968.4036,268841.4912,327655.4229,295421.9295,404836.9673,411088.7113,530154.3802,474197.3509,541949.3301,491447.3392,452680.2639,358860.8706,246107.8543,404121.2244,381488.6444,240389.5736,406531.9581,316794.7065,387388.8308,441358.6336,521374.8023,508982.7748,539001.5267,500527.2812,430059.3968,428841.6894,352637.2433,616687.2351
1123076,33953194.4236,2797575.5254,1038392.784,921943.3532,692818.0369000001,780065.1938,845293.0299,1229791.6576,1367016.9902,1400278.7973,982322.5388,1011673.0605,816407.6630000001,652493.9593,1203809.5908,2827274.5221,1048999.7128,1026983.9731,835354.9977,903453.3574,1056763.7017,1449984.5271,1582217.3371,1411065.0065,1023391.4018,1086164.4116,1015243.2382,794277.4478,2152138.6462
1123072,18425511.5015,1077309.4946,766086.7534,933780.9953,364261.1798,356053.327,369686.3183,528519.5171,598810.3257,755274.6815,599914.8653,556012.6367,467788.5837,461908.1911,791681.2451000001,732058.8251,509424.886,416415.4944,457679.3741,568096.4711,515409.3055,715258.7036,839306.0514,926195.5003,732045.4244,768115.2754,746246.2358,608499.2922,1263672.357
1123073,12716792.2232,401032.7052,281677.4952,417894.7711,294591.1838,419509.9804,435591.7893,557773.3459,490712.735,486175.2109,474012.6903,443847.067,414784.2465,333953.2078,606199.2136,351399.2047,192911.125,269698.6238,344375.4767,507690.9725,428438.2761,572521.5943,484603.3092,547527.9267,477502.7421,519814.657,585273.363,469440.392,907838.9299
1123074,11901034.8391,530975.8782,339924.6342,409747.1838,290311.6252,311238.4105,417631.9487,483802.7459,523108.4689,521015.4906,471824.7499,424649.6848,288083.0304,281550.0119,445601.5306,493781.4105,274323.0088,247475.1107,278351.6003,330614.8279,433028.5577,571447.8125,565191.0107,556786.1218,448286.4719,480516.7535,435455.1664,356265.6894,690045.9301
1123075,17278762.4113,612870.2568,195003.9964,352642.8729,324501.6657,510756.0752,695254.933,868061.2265,795251.8775,869736.4748,660942.5694,717267.537,605763.7974,460670.1356,972562.8884,531143.3435,184353.0805,298185.884,385470.6652,575175.7872,668282.3776,764986.3996,651982.7343,579505.7915,563269.3183,661355.926,704570.2201,650551.4202,1418643.1524
1124051,11094689.8425,337218.9779,171902.2792,233866.1927,259386.6536,353866.4186,371322.5,469711.308,388942.4514,445089.8855,391696.9427,421663.8576,403589.3796,276999.6626,534442.1296,372846.2977,197076.0949,221051.2329,317382.6633,377592.3245,417234.788,471781.9607,420750.0795,511833.5017,430492.5317,543666.6653,536889.0619,389512.2586,826881.7693
1124052,27542609.716,1081654.965,511517.5365,531489.4442,566998.824,921433.2977,930013.6329,1109619.231,999022.0578,1146573.5818,917786.6394,949150.1019,827536.4305,607775.7972,1139040.1598,929063.1241,470342.6475,581404.2158,907826.7463,1316816.2683,1260971.2502,1437864.757,1266529.3537,1330774.164,1124425.206,1123803.3165,1096633.3607,791013.0329,1665530.4788
1124053,9052351.9299,205052.259,144742.4251,330009.2995,237864.7166,331560.1344,312543.7899,392880.72,353106.2409,366418.3713,344155.4997,372290.0455,296426.3292,207552.0622,426134.6657,251949.3244,160217.0534,204428.9516,269851.483,281129.248,317866.2803,367729.4071,334697.3839,394722.106,391074.4794,469358.231,372718.4105,294061.6141,621811.3676
1124054,11802291.2455,408676.0484,261203.2868,357529.2272,256546.1042,349193.0122,361622.3872,486510.5411,463787.1085,472563.6234,397326.7282,432991.1752,334621.7629,266172.3344,570878.4247,453510.2438,231522.1568,247681.8339,310923.8168,318447.6859,409223.5202,560852.8224,492068.9777,517464.3164,489780.3578,548288.3845,478308.1367,400556.0972,924041.108
1124055,9211772.8361,436703.3533,248988.4553,199877.7172,242709.2392,255652.4048,258208.4841,323616.3553,340908.531,402761.1904,371870.891,368239.0187,290609.9617,251746.7316,450178.2391,366862.1634,197761.8913,196216.4675,216916.7194,237447.2269,243208.2226,348185.063,367078.6265,373720.623,392340.9376,374601.7292,397156.8243,323735.4301,734470.3296
1124056,11864337.6033,337879.4538,202727.2686,245974.0252,354436.2765,403634.4492,353871.3643,446001.5297,405058.753,490997.3751,417956.4933,543666.7314,450250.9292,365950.5964,601847.496,371175.7417,210895.3065,200751.431,315913.816,330428.3624,354965.4615,419640.5853,354841.0619,475670.7378,498816.0528,610346.0918,637003.4913,447369.2841,1016267.4558
1124057,15007336.7052,706620.4481,433336.672,685324.3097,395048.4671,456403.0378,443326.7726,572238.0918,521731.8501,665316.3161,472110.1306,505967.7295,380438.1737,340540.5897,593765.8986,536813.8935,373010.1942,574811.7913,448360.583,535639.8898,536742.9999,607092.3059,584257.0957,687799.2743,566287.1664,638787.048,523916.0921,395112.7629,826537.1326
1124058,24739789.3346,774996.9378,305920.2475,474526.9239,839170.2083,1243032.6007,1433692.1229,1449205.8923,1019325.1314,1162822.0571,848433.5207,776611.0604,605177.5558,430844.0973,746275.2616,506440.0755,204266.5365,460004.0805,1035151.2373,1621579.0019,1452796.9565,1322349.6223,1014475.7782,875200.7923,789376.066,848627.0756,770222.9238,540093.6878,1189171.8905
1124059,13474832.5439,427813.9241,442130.0856,675712.9746,442961.5517,346794.6059,319706.668,377043.8097,459801.3134,601350.8074,449360.5474,472386.586,417041.3086,308905.7146,632884.7318,324582.9847,325047.8135,475468.1844,474867.4534,395022.6177,379378.1049,518148.6864,558203.6644,572716.1841,538881.5737,587841.6293,532064.1446,472774.8437,945940.0369
1124060,27733961.3386,1340966.0882,692111.5318,1012236.2026,746375.7462,871071.9315,793134.5296,1050607.237,952085.9888,1095381.1205,934865.0537,1038180.5062,850472.1746,643717.1905,1067588.9503,1125859.7093,592457.9681,799903.3288,780545.1367,807149.4653,864689.1207,1135829.0949,1012003.6587,1223088.0084,1190138.0021,1340894.3825,1136241.2003,894460.9865,1741907.0308
1124061,22634608.9856,800347.7259,327544.2082,513293.0281,634649.2751,1085925.1035,1121446.2388,1111108.0716,802752.6225,814145.0452,619144.0452,717483.0247,545101.1344,402189.4503,725743.3034,824949.0293,344049.8666,644107.249,912601.0397,1331280.7176,1222928.4198,1185876.7379,950449.9034,906438.5207,771191.8279,869656.3704,737815.9876,560028.017,1152363.0057
1124062,14865950.0276,674005.3379,368504.2594,443162.8778,340231.14890000003,434921.6153,465562.6982,616956.3179,550178.539,548426.5638,436314.3273,498821.4905,407048.3552,323077.6348,524225.5792,791623.9004,437296.0354,656558.6316,478523.475,548027.3355,503734.3934,658943.4008000001,580370.8004,606124.9971,541390.6651,630857.5134,568073.8145,414436.8138,818551.5451
1124063,25139380.4398,895819.9636,408606.1554,572395.2245,586407.0973,1039683.7187,1193118.9455,1290899.1501,1023445.7552,1047731.6364,802552.6401,766536.0016,616107.2683,440512.2132,878321.6732,884376.1243,457637.9234,565680.5892,840043.6107,1260055.9459,1405879.4721,1456568.1849,1039569.5542,1106669.0355,801389.6203,927867.9955,901324.1935,638100.6842,1292080.0359
1124064,23266072.0715,991699.4651,480586.3131,574625.93,564978.048,960231.1462,1056853.5111,1210172.8377,1002606.1511,843996.7866,693017.4511,681532.1592,549675.8965,378437.7619,702675.2096000001,798363.6971,369206.0046,490994.154,705650.6495,1257011.1416,1269480.4285,1352284.2648,1049284.5506,1006725.3145,823612.9481,867690.3912,747781.7844,564607.6982,1272290.3523
1124065,29332606.2068,1048676.4683,529198.9351,632447.8758,714722.0436,1128264.1264,1226974.9545,1526663.3496,1380168.4102,1306438.3195,1158264.8966,1234059.877,903197.9353,641042.5365,932260.0985,1017231.3061,497559.8665,673352.8854,891213.5968,1217227.9151,1248641.8707,1351671.3232,1195267.2455,1296700.9051,1199568.1059,1307046.0221,1082784.6952,682450.6766,1309509.9593
1124066,20376284.4119,783303.3303,391651.6653,377993.9164,439864.0075,562480.0015,773742.2113,1053075.6512,999989.1861,920711.4886,811264.2421,869049.3563,722903.5416,491346.5467,803373.1239,640509.089,388187.328,396228.6053,469820.6402,635902.2147,842047.435,1093091.0302,848228.2484,853255.4279,732520.0265,952757.5969,861998.1853,590349.7401,1070640.5751
1124067,20897720.8336,776069.3443,515564.7783,792687.791,550143.8157,625513.8801,675295.4218,792857.6219,751810.0418,819495.2877,682533.0973,726836.0633,628749.1684,456302.1234,856995.1304,777147.7849,498558.3607,621927.7026,616789.465,674585.255,717573.6892,904951.7285,852567.9209,1049590.1007,841282.1733,989752.2697,870853.8228,576825.3408,1254461.6897
1124068,15215900.2921,512276.5727,266015.4342,445579.9743,377535.5035,670299.6267,675729.2279,804244.9177,601564.8683,608000.1923,477924.9663,560232.5673,439979.9444,358139.1631,556650.9494,442085.6387,221347.1715,422927.6191,495523.409,703609.2598,652299.0058,739364.6504,598703.2267,633463.1871,542405.9834,683630.8399,592999.7734,431875.3328,701491.3412
1124069,28842083.8245,438689.8475,192486.3416,402760.6937,843407.4111,1430282.8534,1751077.5292,2000859.2153,1740685.7312,1584876.4955,1288436.1085,1094018.5313,707033.652,460382.097,737410.7931,580356.1936,249480.3603,348107.5046,935224.1971,1736521.4331,1732623.6747,1719782.7061,1313935.042,1171809.3304,924417.6866,933766.7003,793743.595,576183.7209,1153724.352
1124081,25177124.3473,1118608.8769,583015.6905,809680.6122,647807.6268,820636.119,921207.1169,1271839.9591,1071039.1194,984065.4953,828588.8624,862146.2729,709093.5668,516045.3743,829500.0706,1053560.7826,529832.2241,750928.1146,703343.3392,897559.4238,1036890.0399,1249914.8649,962428.2884,1048588.6631,881129.8924,1095070.4224,870869.5914,668060.5645,1455673.1631
1124082,28648408.4127,3050388.3892,1011935.4714,691127.2455,530344.1292,598908.8309,793232.899,1292106.7886,1312834.6133,1179437.0779,780289.3995,719530.2896,575932.0372,387380.7761,589075.458,2489479.0756,936697.2622,747954.4483,588895.3778,680707.7707,1083970.0075,1766598.416,1633900.0754,1160066.8666,910047.0364,898047.7789,703502.0337,528001.8678,1008017.015
1124071,24909181.6007,893349.557,464292.3555,645426.2444,702398.7164,1086482.4509,1226866.7627,1182400.4145,1043616.4063,1107704.4263,772635.5498,750223.4123,615230.4888,454568.7561,928399.4173,825499.7756,420611.118,650865.9022,941315.9359,1223780.5612,1160815.2485,1276832.3598,1073173.1005,1055260.8942,886771.6992,890990.9963,717085.7838,608126.9425,1304456.3039
1124079,23995568.3895,1365477.3306,959691.1354,842837.6288,497471.367,472997.3017,460962.5355,798155.7398,1066180.4242,1341052.455,866170.9136,667570.1791,432860.3271,352954.9166,744101.4539,1573090.8752,1093441.7245,1009589.0453,686586.0903,541644.9989,613150.7609,1040658.0878,1429617.3013,1342966.8629,876170.5,723217.4279,605168.7391,488548.4711,1103233.8183
1124080,30190526.3321,1598006.8568,805049.3512,1028835.6348,737339.5619,792783.782,826978.6913,1104750.8045,1141921.4079,1198026.222,910681.1272,836785.3532,663382.0534,567850.0185,1058574.9657,1782653.5621,948588.3048,1152524.9459,1174361.255,1035198.726,1017520.3071,1472817.3514,1415855.4357,1392794.9344,1035415.0005,1118479.6724,979720.0296,799825.2028,1593805.8163
1124075,14233994.2332,1255204.8936,491805.195,402379.4493,284969.9534,342232.9965,278901.453,495356.5147,605528.426,621575.3911,428498.8925,391108.7118,322665.1106,237853.7543,498704.7512,988339.4785,372232.0903,315932.0795,391973.6069,390225.9455,426961.6863,721889.5002,764038.9825,604663.4928,434832.9832,535184.0651,474984.5957,360593.5647,795356.6739
1124077,27849438.298,767464.8129,485405.4239,654059.0626,788874.9037,1111367.5948,1174144.8201,1466537.2175,1336222.239,1257952.3754,1001485.8824,869953.0071,627695.6648,497721.7699,874578.7016,706358.7944,433027.5114,698966.3656,1229899.7517,1465311.1732,1424038.7046,1516225.7011,1271549.0848,1172236.7949,998686.4279,1130183.0524,883332.8863,675057.5826,1331101.0028
1124078,7373558.3857,277226.107,154647.7017,158999.4014,164906.3423,199473.0987,195981.2583,236956.1415,249316.1469,324397.9461,264050.8298,248214.4628,193262.3689,201576.7325,424928.0492,236556.0092,201248.8976,341262.5882,208019.2953,217439.1852,231904.5391,306138.5683,295822.3082,321401.0632,279910.1798,277591.8616,257063.2968,267131.9464,638132.055
1125051,33915010.7594,1864040.389,1144018.2068,938281.3914,734472.7274,825342.6113,1002727.6086,1559972.4612,1558514.521,1574829.9542,1087196.472,1076856.3697,834516.1315,637996.5921,1387397.009,1888587.3841,1059379.3709,855166.2064,846467.6683,882439.4182,1253973.8663,1742904.8923,1574049.6628,1295394.5268,1095428.9363,1148595.9716,1099099.0033,926093.1919,2021268.1981
1125052,27462373.2799,857427.9099,874712.2261,989827.7935,579853.9727,657396.0861,749334.708,1119629.19,1227352.8534,1222858.3998,886546.7047,874991.0817,818387.7553,620232.5193,1077698.6635,641476.2731,771830.7764,1048662.8699,716400.4766,728456.2905,952698.46,1450524.4331,1550412.487,1221356.0575,1062933.256,1166109.9113,1099531.878,850082.8187,1645647.4079
1125053,21380711.9444,795570.4107,607412.3052,748338.4688,545043.0467,543245.836,570363.4313,745946.1573,722138.5336,796913.6332,697007.2527,740669.4664,569052.4711,547345.7864,887511.0926,856990.1701,571669.7828,700840.1404,611033.7804,592726.2255,658483.0072,1042184.2591,935903.4548,1024388.6172,885202.3961,848198.0248,961021.8185,674553.923,1500958.4783
1125054,11947869.5947,541626.1677,562080.2734,916741.178,304953.4231,289287.0528,259208.0859,316417.6385,337508.1776,486582.5706,391111.1709,375908.0577,326358.8878,290917.8673,446073.7969,399941.8018,399263.0531,559307.8505000001,295451.946,275621.4594,257241.9602,383019.2176,512652.7337,583969.5614,474514.3889,461809.8387,466784.077,327891.3965,705625.9889
1125055,18932759.1296,1707734.6404,882436.1962,770873.7635,358848.4264,373663.8984,372185.8346,586253.8818,879962.0343,851668.6017,560360.1874,537348.1971,447681.8696,347428.2221,572952.9212,1547649.6861,678778.8415,529178.1086,419148.1808,380135.8807,419565.3934,870059.4547,965005.3061,828128.6719,546286.3481,594386.2622,609649.9977,455221.2509,840167.0875
1125056,12539141.2312,422147.6744,313131.0894,380843.7912,259669.2452,305180.1903,382621.9267,559493.386,576355.1699,552140.6219,478763.596,499113.5373,437623.1903,307579.4063,585430.6457,351170.403,256375.5379,315394.6155,302957.7698,326801.8008,432342.0358,608629.7244,589787.2043,598870.8069,437878.9716,558032.1388,462685.3723,382285.2199,855836.1839
1125072,22660879.874,1026860.7237,534025.0324,589710.437,610624.1798,739672.4636,739956.4012,897575.5416,909260.7123,929633.7363,760970.1409,805364.7745,642492.9009,509784.8161,889425.1272,819880.7541,430437.8243,567325.645,647161.1348,729965.6378,808239.3519,976302.1705,984052.7621,1008649.5187,892208.8032,1022021.3852,867171.1253,658863.5782,1663243.2195
1125058,10388901.5294,444823.6695,160496.9326,220512.8969,227190.7544,312208.2299,382778.1163,565085.6754,430569.0114,475906.4766,360916.8427,377114.8143,319393.768,214553.7194,428403.6755,375447.9538,138040.457,204414.5521,265055.8247,349284.4832,476632.8768,620173.9937,412915.9802,457075.3903,416361.2873,412829.1773,399464.9208,300985.0207,640265.0235
1125059,9812265.8915,675930.4975,315924.7604,334070.8633,220455.8515,227593.5211,230017.5226,341228.8332,401780.9225,439410.9015,309025.4076,297742.6363,250232.4865,205998.54,373180.6818,671777.6126,293715.6356,287785.8337,231890.3681,220324.0991,286576.2326,466899.5047,465836.6585,413247.8335,383686.5697,329246.5469,337713.648,236752.2588,564219.6906
1125061,29151351.9794,1385955.7056,671392.5831,801827.5701,735948.9062,852004.3467,901361.3628,1108565.8464,1112277.5102,1156129.5185,911603.9058,1040017.9251,890093.4427,642651.5509,1248157.0832,1306123.2222,631438.0128,815232.7316,808772.1707,953675.9956,1083215.8608,1265120.9067,1178455.6956,1177102.3733,1050827.5312,1280844.2894,1179444.0133,882133.8561,2080978.0228
1125073,32598776.9512,1193244.3921,533450.9222,552311.7139,820328.0898,1153237.9973,1226961.1106,1495814.8198,1276606.3329,1287914.7747,1149553.4948,1321138.8543,1071082.366,793851.3196,1500266.4069,976394.3402,447282.0362,585480.7789,999896.7869,1331271.7385,1382230.7234,1568620.2019,1200342.4324,1294173.9872,1279070.6599,1541055.746,1354543.8358,999059.7151,2263591.3768
1125063,20248525.245,584886.0108,223408.6108,359884.178,526741.33,881218.416,895200.7312,943997.1734,786094.31,791388.4384,674560.8661,792652.8084,666524.7791,496791.0759,937147.4226,534480.0154,220118.2128,358507.9204,702985.8604,1069042.2781,1034168.5818,881741.339,723086.7627,796865.2242,681079.8809,865608.6167,777971.846,615087.6057,1427284.9431
1125065,18275519.8823,808701.7245,417614.2984,513039.784,455237.6956,590190.405,606259.2043,775446.8232,709677.4322,741282.9041,614218.1873,596748.6171,482052.148,365593.2395,813625.46,712996.7651,360959.8423,461314.0095,500054.6668,630561.9208,660699.2021,901055.4999,780092.5813,832153.3415,743006.4235,764240.3798,661861.9824,531913.8526,1244921.4895
1125066,19193797.0897,760241.1061,263718.0526,341954.2995,440391.7901,747384.665,792898.562,867957.3422,781790.3743,746645.5379,637292.0753,717637.2167,606938.9609,424061.6628,926263.2025,467209.3712,203775.949,375245.4779,606416.3959,883985.1262,830785.1692,869475.5656,727232.1764,787653.6093,710322.1968,898150.4436,736334.7192,654230.817,1387805.2521
1125067,20467546.0519,686199.1787,412473.5154,712484.6369,603537.1302,761811.5686,699583.3455,883806.9593,862787.1853,889685.5927,758708.9079,812023.4035,624597.0125,426825.4392,898988.5808,537009.5146999999,273700.9771,435009.6475,658140.8547,788456.6335,712501.2982,880427.9291,834235.9697,843142.5624,814772.491,950167.5296,776360.1911,620130.3346,1309977.6212
1125074,40148908.4111,1399161.4975,676586.9433,857944.5376,1030108.4527,1427458.6458,1435037.3985,1567334.6754,1478149.4603,1585121.3157,1320401.8929,1541694.8418,1301266.6827,975733.1594,1885287.0772,1411292.3469,645014.7938,811723.7006,1246462.2664,1523734.4002,1566482.1572,1662732.8324,1472326.667,1794754.3319,1628957.0846,1857635.097,1775694.8113,1318957.4491,2951853.9177
1125070,3665295.288,192720.9447,146062.6791,289316.7469,77377.4376,87750.3256,93722.7507,130535.0992,141196.6506,169128.5917,140126.7492,153275.7903,128188.3925,89339.0427,143845.9833,119398.4415,74804.0176,101834.5818,77367.2239,73203.868,88545.9167,149168.6363,130093.8471,148799.655,128218.5777,141651.5462,124803.8238,99588.3819,225229.5631
1125071,20646286.2722,985112.8207,496944.426,629873.5676,509602.2227,644269.9791,645662.2436,775850.0492,732994.182,755135.5549,650589.0708,771335.7743,636764.2669,490973.0155,1239192.1627,588060.4434,314814.2587,538462.3758,592470.0988,642992.9247,696070.6204,805910.4322,760033.9625,850619.0551,824371.9181,932487.2808,815090.201,729639.1134,1590964.2107
