행정동코드,총생활인구수,남자0세부터9세생활인구수,남자10세부터14세생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수,남자70세이상생활인구수,여자0세부터9세생활인구수,여자10세부터14세생활인구수,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수,여자70세이상생활인구수
1101072,13165073.8634,490731.016,312694.9968,486112.631,466689.1236,500629.3294,455226.4245,496966.8671,525041.8046,615189.5969,478096.6617,399116.1657,289378.0975,211213.7403,493759.8544,432413.5083,259090.0434,340621.697,415462.7121,526863.3814,482152.7686,554807.5058,546796.5918,697405.7723,522324.5294,541409.1937,361843.7224,301671.9246,961364.2164
1101053,16122217.182,239326.483,106367.3258,194390.3279,310001.0041,642853.4752,738795.791,940313.5163,815929.957,973692.0301,775216.6131,573576.6066,441047.427,281130.2344,596610.8152,282777.6079,151487.7381,292077.956,590291.0943,891325.4361,871536.6835,962263.1534,787538.0533,754202.4714,616561.8845,579918.7922,483713.9237,340111.617,889159.1695
1101054,4093911.6305,44838.0997,34356.5943,155124.8365,306574.835,154335.2102,166939.8208,190693.0769,177213.7137,195362.008,174098.2337,153064.6614,102011.969,86433.5262,145843.7997,64778.4832,39792.425,87773.4098,152613.5342,171964.9429,176496.9451,198586.9104,172641.7019,173835.092,147773.099,150749.09,138301.6669,103870.2747,227843.6716
1101055,10970006.4618,301545.8771,233814.5031,347271.4733,375129.3727,307532.6737,275331.0942,364029.0988,334849.1893,469875.2167,398174.0437,418210.0971,346373.9948,255829.0068,556503.4225,319479.3621,227542.9216,415482.8857,339886.9186,312649.8192,286628.9899,428605.4649,448709.6174,591229.0512,456178.3352,489163.1648,435324.1708,324121.4978,910535.1807
1101056,13622785.5041,418234.8434,302522.8726,373068.8111,399096.3724,354229.6294,281910.1393,369023.6053,405703.132,587157.9738,507744.893,569292.8997,498232.79,354317.07,728165.0849,467341.3886,273053.1501,424104.1084,360780.6825,336731.4805,369787.1694,494190.8656,492848.8657,657217.8385,579862.2507,698158.1118,592912.6268,480128.8853,1246967.9343
1101057,4977717.4751,158182.7375,101163.1461,175748.2615,240778.1944,120906.746,110401.1521,154371.1635,147227.1925,186943.8666,197785.1825,154272.3126,141130.3107,122177.086,261264.8417,210481.4474,133050.2155,167725.4549,144985.7087,121596.7852,143694.6713,191428.2151,183190.651,250622.4584,171723.0831,209991.877,220136.4774,132521.8618,424216.3551
1101058,6265974.432,346410.3692,137802.9296,189405.7732,129297.6967,180783.3017,181563.8487,278824.1502,295105.6545,315731.765,271094.8749,196745.6082,156904.6754,110494.3397,267761.6651,205133.2625,98147.5375,187361.7126,217888.0699,215160.894,215673.3491,283500.0602,259726.5642,311242.3611,240646.078,219161.2278,199044.6494,135328.1943,420033.8142
1101060,5146250.0787,101535.7152,71672.0979,257211.2858,159040.4478,162901.8599,227456.422,280728.1871,258396.7709,291624.4957,219052.6816,201679.944,105118.6381,74267.3542,185709.9873,129012.2683,73437.6195,147767.338,182042.9919,208940.1447,209862.1396,208072.9462,227088.1185,239465.0306,186978.1961,184484.1621,139836.7048,103486.7231,309379.8109
1101061,41058732.7446,431056.4239,135812.4275,345903.3477,1303003.5722,2083502.1766,2109459.3366,2449559.182,2346866.9794,2654562.0548,2231341.8776,2000676.7661,1508052.501,1107083.6125,2128830.1232,316601.5217,155256.1911,529443.1795,1934908.1739,2256872.1193,1820769.2671,1793054.1419,1535544.4714,1575016.0552,1357197.2237,1327597.3333,1146067.1184,757071.6137,1717623.991
1101063,11714044.4541,77949.6162,59334.583,187624.4196,329205.7885,488614.4854,468964.6241,561287.7893,550165.9087,601997.9569,623815.4097,707707.0753,559597.4522,393334.8794,695357.3796,52397.9884,54779.8119,157110.0325,418079.4813,533615.4212,420295.3211,409015.13,341171.9556,433248.4067,464556.2033,519638.808,467812.2164,339353.3592,798012.9485
1101064,16750867.8937,234943.3099,129802.9372,248730.5938,678634.8163,825850.0435,743871.2878,773320.5033,643950.9871,705252.3458,677979.5904,607254.3172,394582.3706,300589.4402,666719.5818,208630.7684,143091.8345,340711.0825,994723.3981,1191679.5885,948903.1426,902842.4944,688519.4489,670731.7932,565599.9745,592568.1867,488581.0587,381023.9538,1001779.0557
1101073,21332147.1071,428509.2495,325783.2743,1027809.142,1529379.2711,1279302.7375,730058.796,573392.7811,608105.3836000001,725470.7328,643642.0686,538371.1507,400270.1535,243489.4131,655246.9488,430979.5755,281241.17,974208.1761,2481492.2985,1195399.5255,683588.4455,680674.4957,669580.4704,817954.5267,666222.5631,624265.7174,503255.7666,414564.0459,1199889.2704
1101067,6419245.8868,48301.0125,33556.5856,76273.7837,183082.1533,219022.332,229100.5037,293262.2313,269661.5013,293284.2128,270725.705,377253.3635,278340.4642,224512.457,380441.7953,48578.6483,23847.6647,67325.4604,226487.4907,207391.7022,223613.0973,268056.7369,233512.0554,300859.5608,323633.1559,345228.7125,296820.2874,205274.3589,471798.8538
1101068,7075992.1542,121064.998,82011.7981,136306.3048,260075.6435,221921.3846,190258.0167,223147.3782,194493.3284,271361.8258,321651.0557,397243.631,269053.5906,191509.6676,357905.6453,108363.5914,80946.2727,146023.3832,354875.3528,236100.4483,227352.0755,245533.2124,162871.364,300212.7196,397092.6157,446351.0045,314550.5498,240262.5658,577452.752
1101069,3739526.6557,93908.7679,48979.9485,96724.2866,107939.1625,115779.8829,104605.5271,179945.8032,123139.7396,156159.1111,113660.7623,163237.9738,124476.6977,88704.9933,163662.1159,159035.8729,103444.0315,122142.1027,126876.5854,131767.5553,128104.7261,145716.5823,150914.3912,154754.265,172753.5621,162657.2358,131434.8249,118648.4426,250351.6857
1101070,6047583.7374,173201.7975,82086.1597,81781.9002,171973.7736,202116.3055,210227.8406,254198.1362,195635.6592,271083.4137,240264.0988,304153.2499,224163.2901,186102.4724,332473.7596,131128.1313,66959.1603,94742.1847,231120.6553,232619.9022,236223.7113,228506.2136,238107.686,241987.9108,278458.7693,293957.2704,217195.1988,175580.2089,451534.8669
1101071,9460111.6099,111801.6695,55900.8313,151593.6458,264632.8245,456029.7101,393785.139,411565.659,392605.2921,405027.2767,420559.514,480675.7,391676.2662,321200.1381,538832.072,114025.0936,47403.6025,150969.9891,484743.3235,492293.3819,387957.6238,382884.7919,305214.7975,368142.3276,377964.5237,380245.4142,339408.4584,248773.0072,584199.5294
1102052,18132245.3557,383323.0101,55756.0739,71171.2722,304545.931,802439.064,1036999.6686,1354178.7263,1213555.7796,1390566.5658,1000142.9476,771030.5525,449835.7429,284390.9186,389783.101,260655.3654,127365.7902,419176.0049,581022.2052,1069449.317,1089133.4724,1010836.3764,891961.8365,854196.209,663451.5482,603017.9866,416761.251,235436.8837,402061.7667
1102054,17412558.2503,118670.112,49699.3472,101350.8358,325516.4259,675089.1446,865046.6892,1141172.2199,1061043.4338,1126625.3832,852294.7508,716589.0519,508952.4733,355283.8172,604022.603,166801.9043,59276.784,171451.4586,562592.135,876366.3018,868212.6883,975348.9883,791183.4339,823734.9326,668249.7715,782240.7606,671905.929,463692.4531,1030144.4541
1102055,21532015.7866,174857.9588,53428.7752,129994.9816,498286.9427,1101770.8561,1315377.0419,1702372.1204,1460136.7255,1575296.1835,1206320.1431,843822.025,547177.5579,365574.3956,498939.1417,170843.3135,65708.9651,237236.2168,1018939.1617,1470064.3724,1369082.2479,1289838.1132,999442.5419,923783.5375,665345.3782,573476.8893,429946.0566,299494.7852,545459.366
1102057,8388524.8303,130068.6193,43356.2047,201840.9039,442542.4451,454686.3334,401316.2082,415333.5555,442517.4566,497753.8827,440701.5438,388983.657,255649.2267,170853.836,289950.2484,98157.8716,46300.8848,210422.2796,587265.0156,406665.7822,393200.5533,331578.0959,245527.3314,278247.9768,251573.587,238390.7567,215900.5427,125651.1249,384088.8977
1102058,8098411.0009,59890.3349,34513.1586,99912.5989,444501.6196,446568.1108,388141.6082,464053.7124,384277.267,432095.9356,342987.7394,322461.4727,242067.9747,157154.0145,300581.5249,71348.5522,41511.8857,140959.369,539184.7889,469163.5899,383488.8505,412745.0615,302781.626,344962.3768,261331.7416,305605.6562,226747.7259,166198.4748,313174.2568
1102059,15483200.6888,139218.0284,67262.5577,213860.4684,542575.6132,754826.9566,787743.7903,959799.7768,790815.1646,917556.9053,681414.9247,683886.1486,522861.7851,325110.3811,519750.2988,112316.7275,62104.5657,203394.7547,805008.4169,947359.3255,892813.7893,797389.9432,640172.5026,642869.7809,535115.7806,566177.8004,435259.7375,322810.5523,613724.2493
1102060,12242152.4775,63884.5812,26027.0016,62814.2881,246385.3621,512048.0411,598721.6991,753778.1308,690222.3813,888334.1008,823298.9409,817499.1199,616212.8252,404498.4717,758274.1661,62897.3852,27346.6907,88193.5854,436558.3821,618913.8781,547621.1379,490754.2986,456117.3614,489115.4141,421435.9865,414790.4874,327972.34,221670.5178,376765.8887
1102069,17460803.4653,116306.8231,84750.7326,219972.0905,703571.053,782181.3113000001,951082.0155,1157609.4529,856125.4966,825172.3756,650624.5954,685645.1096,490170.9954,352889.5727,600745.0987,212122.2395,91393.0058,169666.732,761494.6726,819198.1223,894546.8452,1056450.2195,790733.1257,836201.9203,736926.9237,746083.7948,635583.3377,405555.6909,828000.0572
1102070,10554669.955,256089.8804,141471.2788,226976.1025,282713.5142,460390.7678,387691.1279,524020.0669,419328.9842,445049.4799,403305.2932,376129.0417,283463.4248,245436.2918,506183.2689,295502.2356,142023.9977,183549.3424,404365.9006,496239.8327,455956.4503,512255.903,410650.0295,435419.3182,376469.6462,406177.9865,378494.6097,315722.0148,783594.1849
1102071,11013229.8125,416104.9257,150556.4573,177811.3345,230625.5008,337093.1954,325403.6016,461297.0761,467306.6272,429573.8699,415268.4939,386422.2227,326687.5214,271860.828,645499.8571,332576.6348,127479.6819,162806.4746,351023.8366,371116.3388,445518.6139,594330.1739,435587.8973,445299.2988,381549.9035,457412.1339,464247.4526,362845.4988,1039924.3371
1102072,9074059.2634,367362.6461,175003.7625,225138.8247,235150.9146,309949.6828,325144.6939,398132.4162,311484.668,350664.965,330774.596,325975.8129,265404.879,179261.0363,440556.6918,282429.9297,143358.8962,185158.1436,276900.8914,349929.2345,411065.1734,428133.9947,365025.1373,331723.1623,352671.1736,381358.0551,328026.8412,234346.6903,763926.3483
1102065,8032410.8966,214277.8183,99112.297,126660.4341,224673.3601,312801.7876,288709.9155,367110.6783,297929.336,343792.7158,317094.7091,346564.0255,259601.2419,190092.1261,345630.7151,222969.2478,87451.9529,170460.0115,328469.1161,354922.5311,345273.3983,353442.8626,306157.2614,346851.1936,332136.8388,407629.1343,294355.5597,228355.2082,519885.412
1102073,6664942.9569,212402.9049,103798.5119,140775.1222,171969.7263,201604.8816,230749.267,270007.4679,262667.4812,287004.1616,261041.9142,301052.2351,206771.6184,168406.8167,295810.9098,159062.7053,93176.6006,145546.3591,216912.7763,248397.2176,256062.2453,341289.3793,241238.8941,278574.1079,270380.6229,324498.2193,269913.0027,168427.2644,537400.5764
1102067,9404511.8706,272744.5295,71955.1428,101964.1738,227380.357,388045.6874,408111.1328,564049.8716,402430.002,369184.1287,337653.5046,359944.3559,270736.0799,208800.4823,423931.3666,325460.6774,84064.4786,123889.4592,387783.9393,491059.004,497081.6801,572927.6261,359221.6675,347167.5857,304219.1306,374278.4837,315206.432,228500.2448,586720.6494
1102068,6668718.3614,176039.1236,60064.8024,80320.1344,138038.0917,237469.4295,308890.5414,395533.8119,363981.588,376047.559,305739.0314,284963.4217,183918.5638,138810.8797,277024.6543,145729.6991,56577.3554,120881.6935,200256.2771,295050.4435,380779.4511,354102.3719,326676.0887,299291.5433,238106.4702,264791.2324,175650.7906,143572.5234,340410.7628
1103051,10108153.3287,339273.3504,187507.0233,235970.6751,254410.2183,389372.4573,426236.7088,508293.3477,423252.9656,450431.824,365134.4576,390043.2458,288346.8567,211188.2701,384293.2187,234537.5463,123952.282,199555.1501,294101.4353,422637.8149,441329.7404,542089.342,445816.2239,431733.3547,384247.5246,360615.636,381447.5905,248301.5852,744033.4668
1103052,9368426.2531,195716.1121,105231.0717,223376.4461,358951.4383,458953.569,478655.2814,552219.6006,422513.3383,356194.6897,307740.7749,251248.6873,231894.7742,182337.0915,394332.3315,186608.325,105474.3218,205570.5871,358553.0615,515726.8158,510059.6893,503658.0664,402959.6212,315132.0723,260175.2346,297650.8697,316831.6961,218379.6487,652281.0346
1103053,10852210.4094,120767.7351,58272.6475,171037.5877,352059.9493,540898.2898,562175.412,621421.4473,546080.3253,620444.277,503450.8518,518274.0511,380809.178,272002.4708,464112.8233,111433.4084,50733.8741,189777.7929,552635.7371,603821.9985,534341.0694,483224.9261,377505.4166,426695.05,355864.2784,395122.4258,309521.2958,209349.5307,520376.5733
1103071,16491226.8978,307273.1182,221236.4711,516583.5603,520382.7973,735463.786,758067.3777,751486.0445,585282.8317,606951.0301,561251.3436,536139.0543,394712.5057,291292.5043,562415.0815,358712.3015,194434.5403,546113.902,1391492.6212,1088948.7183,768012.5263,735656.5917,558773.6309,620901.6353,550526.6396999999,584032.0149,449731.6105,375851.8263,919500.785
1103072,15736617.8462,501810.5859,160341.8279,260019.1815,410598.5416,717233.6086,803403.1413,1016440.6547,767949.2239,765251.5227,554060.1447,563971.6595,390446.867,269856.0156,546540.8103,509414.2543,150849.9496,248502.6679,586442.8545,823930.8127,949738.3958,964074.7128,659982.6442,659698.0438,524797.9035,535317.8059,423624.2451,292957.5071,679362.2728
1103057,11421044.3431,458875.4742,205182.1344,241986.6347,249612.1046,356380.8426,407621.3448,559076.1751,504171.612,508970.8741,459918.702,447953.1357,315810.4908,276157.3045,485385.4452,306663.7455,245435.054,408850.7017,347335.8068,418866.1278,448528.2908,528772.286,409984.3768,474808.1645,427643.9391,446638.2945,373156.0814,338333.0435,768926.1832
1103058,7584692.9019,214994.7847,126955.174,188453.152,194876.3481,248467.9166,294754.2718,314021.811,296052.9738,299330.657,242993.6464,260090.9248,197706.0805,124015.329,319215.37559999997,307364.4269,145017.4212,191574.9495,313814.538,334407.3299,357223.7127,373766.1257,277505.4855,326854.0108,293808.4551,292718.4164,243412.6242,185310.9012,619986.0705
1103059,6235586.4384,207567.815,93765.9542,127194.1589,173734.5809,194875.8631,230010.3867,276031.0515,240487.1405,247503.929,215512.5532,218621.346,166512.08239999998,129768.6293,264530.6486,204529.7941,90110.3662,137689.3281,192838.5361,243952.6464,297846.0508,324203.7798,223283.7359,296771.251,249397.0511,247012.4439,233798.6002,187799.8416,520236.8963
1103073,32555424.5928,643267.8312,271421.0291,550084.5679,1366100.4571,1601956.8865,1821122.5583,2204739.5895,1812901.3553,1864915.8567,1308968.6036,1077448.415,743233.9538,518236.202,912684.9899,646131.0239,240487.9626,430033.1465,1270986.8345,2004939.5666,1947641.2311,1851376.3886,1305465.4058,1329297.2472,1099565.6481,1037948.2946,802912.0916,560728.8591,1330828.5833
1103063,20105793.3533,946652.2123,508433.4421,476436.3689,410629.1227,429105.9296,467926.3752,758135.9085,874857.1265,943405.6765,881668.9095,715515.5217,583080.6773,429566.109,825996.866,770067.6029,397772.4742,433008.6677,511062.9283,543988.7935,640025.1837,1039886.9576,1003481.2482,1055647.4789,846918.1235,806180.8205,766816.9869,505220.9889,1534304.8725
1103064,5353725.0391,216067.5893,75564.4923,88606.8801,121470.4281,149053.0221,189801.7718,280825.3542,220650.8084,260187.0953,207156.847,201327.0269,192329.7067,143076.8004,234807.4237,158317.5798,71962.5366,97636.2609,137320.6534,166739.6856,213500.5323,247337.2488,184061.4677,230522.853,179598.2592,228009.4448,210166.4031,178849.3882,468777.5026
1103065,8446270.5039,89760.4945,48065.2892,136921.7839,404017.8276,572626.2422,505195.7943,516195.6293,383596.2954,344386.051,303023.3601,302691.4707,210674.3504,158285.8532,299947.7401,134853.5913,59934.9317,116088.2004,444220.6772,586682.8939,416216.6919,426410.2625,311824.39,310484.2465,249135.5171,271964.7463,231146.4514,150426.2171,461493.5227
1103066,8446308.4715,140086.9499,63527.7465,140863.241,231441.91,387120.3265,425739.787,588465.834,450778.0715,390935.964,272957.5168,231919.4896,186206.6149,142762.249,361248.4595,131229.4512,64649.828,116745.0517,296977.1953,517169.3482,507695.2149,566913.0374,429993.1067,330593.6923,268138.5397,236901.352,247295.4897,182526.5431,535426.4364
1103074,23354078.0597,478285.7618,205305.4726,261313.8471,617249.3133,1099504.6464,1217318.5057,1574809.2488,1249415.7081,1142243.6536,922866.8818,759342.7812,518857.1613,387299.88,698515.1642,463585.4313,207372.5286,300646.5794,901067.5457,1331840.5949,1535520.7624,1591764.2707,1048064.7011,1011722.8997,739263.7091,754259.6793,643335.4133,468590.5016,1224715.412
1103069,11746025.5203,278928.2003,201139.5114,339100.6621,280031.7405,351848.323,380132.7151,493925.492,498000.5886,623371.1421,580413.587,476323.0951,336448.2761,254031.6303,534796.0585,387010.0568,247256.0079,252248.8476,378013.9966,395697.49,423732.1684,533096.7226,541517.1235,578189.3953,521068.8962,418370.8539,387400.8604,282557.0899,771374.9537
1103070,8205923.9843,167624.662,113849.1584,206204.4712,276752.3343,416122.7917,401823.0826,459303.3278,396793.6379,407980.3594,342483.0634,295515.2316,235951.2183,151950.9852,314424.5964,105341.5444,67224.5488,140865.4617,235938.2304,352962.6184,361694.8229,407103.3148,337540.995,341394.2048,297498.9972,317364.3725,264183.6149,248277.4589,541754.895
1104052,9997103.1989,343638.3277,167310.9648,246889.8793,270054.4518,354236.8971,365059.6692,477290.5322,373487.6809,386388.1894,303588.997,338119.2061,253574.9646,191945.9216,373943.2656,355486.6235,174615.0774,223310.2327,362729.0942,436371.985,473001.6625,531074.1455,429385.875,468098.9921,373111.0443,421779.1644,336970.0984,272965.4841,692674.7696
1104071,22903183.6263,1060714.0989,306983.5306,418917.6287,683436.6434000001,951902.8448,846941.4343,1027084.411,943533.478,879089.1681,742364.7147,848661.6117,588025.3051,413046.0047,782646.0275,938433.5837,272275.6981,450367.476,1031856.2332,1173011.3721,1123583.8137,1210950.7485,959737.6321,874306.3129,842265.4247,986383.9826,732669.1281,514530.2302,1299465.1359
1104054,16341586.3012,502778.0441,273656.4488,342357.9682,628224.3155,743288.2954000001,661137.3059,692791.6091,628161.2707,698651.9184,568833.5893,633610.2685,494826.9,343567.9663,729824.7804,397652.9989,221098.9006,416231.8975,817184.5083,655689.8046,655899.779,661345.0864,499031.3887,664862.3016,611119.1784,636132.4657000001,551404.3709,412039.1163,1200183.8074
1104055,16440262.9827,276135.4388,125885.1755,568598.5247,1718571.5679,1526183.3377,664757.1445,535458.6307,447232.6269,503806.8433,417390.4534,400327.3741,320965.1836,207991.493,481303.6895,328485.4824,157101.6923,679736.131,1872662.825,1154572.3303,555074.3887,526047.2801,407884.5023,452283.3795,393056.1006,416225.3222,359257.8298,264545.0885,678723.1799
1104056,13764423.8608,343435.8258,197395.0569,330406.6732,589628.6195,660908.8731,535958.2888,643770.1833,575768.1938,560502.5613,481871.9251,482601.5638,345771.297,247293.3422,468293.6105,385290.9973,221586.9673,425594.7172,763983.5852,677307.6806,599267.2992,642589.8253,547446.0785,553704.5911,495589.8815,525989.5432,410479.3292,295015.2759,756972.069
1104057,15822095.5088,713697.4332,360958.2234,430202.8805,368430.6493,388089.6807,466889.6118,682392.2782000001,632339.1161,657288.8356,490407.94,531786.8854,406364.4534,278331.4457,690507.1857,674119.2154,375259.1057,467220.924,474432.5052,485247.6097,588099.3221,847853.647,741077.3709,686936.7946,625063.5728,574305.068,513930.8903,437513.8498,1233349.0392
1104058,7982305.9212,393333.1427,241258.3526,193475.3177,211307.4374,176669.8006,221038.6594,357013.9649,291604.5742,361075.5137,267406.0953,272843.839,221220.2867,173393.2037,335189.4016,298762.7338,185042.8156,177212.4857,204570.0674,193238.0301,326508.1376,388551.3309,382565.5963,370104.2087,324409.0065,309985.1253,269341.6525,217827.6084,617357.5206
1104059,12210242.5395,462640.964,255347.3921,287786.8869,272466.356,271328.4192,328619.4114,631201.083,515924.8487,511214.9035,417020.625,380502.8989,314094.8394,270406.9708,525317.3319,499385.8734,228843.0355,297837.6851,297820.1968,346807.538,521252.2479,792715.6165,650020.5241,558801.4493,450023.6152,455524.696,479376.7426,352017.6921,835942.6611
1104072,14931770.3579,808569.9106,261857.8476,331539.8452,378250.014,385374.6865,434663.8418,707580.532,607900.5848,570900.3691,508629.8495,488438.5596,343262.7358,313305.5172,629276.4575,670203.6661,255219.4352,359879.4006,376906.8891,453390.8487,571837.8729,794785.7976,647406.6649,622803.6989,592672.4662,619540.4967,566790.4999,421451.2363,1209330.6438
1104062,9755597.3264,470025.816,153873.7421,133890.0482,201791.4405,235480.5317,326221.0636,499464.8098,431793.7284,450784.8583,315964.9164,332808.7703,260994.1829,218127.1463,422704.1029,437126.8777,142608.6499,175756.4267,194210.0537,272026.0427,444415.8127,585652.8321,425722.5385,437503.4876,364606.9418,382618.4965,366967.38,308579.4718,763877.1517
1104073,21464256.3152,1215045.2928,336739.0268,294473.6688,361341.6076,531678.3587,678201.1071,1054932.2375,984333.2103,916833.93,657398.4658,693108.0156,525922.0913,403556.6029,1017363.0216,1025129.5116,325849.6405,392727.9525,552463.7811,687087.2839,1002992.0741,1296181.4137,1086317.304,984200.262,711284.1903,814834.5324,788391.3134,624735.5888,1501134.7815
1104065,14600937.0026,396748.2824,190958.2774,267994.2785,433785.7543,696907.5091,700723.7058,778784.2407,712822.7263,646620.9781,573668.0467,575523.1068,482495.3374,281712.9126,423357.0393,379980.4321,194980.7473,271320.9446,555635.1021,788472.2627,796025.3979,774058.4822,536253.9193,576696.5207,537017.182,578502.3833,485263.6566,278586.0737,686041.621
1104066,14911221.7118,369722.4062,166763.2253,270239.3759,437749.636,757967.3032,789175.94,877867.6155,758129.2696,724514.7102,543839.6125,551895.1287,406511.3133,280548.6037,484688.2982,422558.5171,190229.4162,267975.5763,674661.8763,966848.6792,866401.7733,713231.4635,571660.7049,527259.3772,441283.1439,486565.6142,397844.0944,280586.0528,684502.921
1104067,15001574.5228,410519.4272,183109.0172,178381.1185,377258.9477,720051.8546,770348.4157,798084.9249,676232.5791,763351.5057,685587.929,795450.3415,587088.2643,372041.4429,431292.0292,370021.9931,190378.718,232460.0939,494569.1395,701943.7155,667672.9877,683561.3852,505733.9214,534999.8956,564390.8613,711217.363,503619.5144,319478.6039,772728.5295000001
1104068,23374809.8201,481015.4271,159901.4156,253085.9211,751694.1206,1502406.6876,1456461.0212,1548273.6204,1222336.8539,1264516.6855,1019786.9181,982391.4834,717133.943,392337.2735,664366.7614,434087.7329,153810.7362,300155.0465,1130686.8525,1694757.3306,1282649.5102,1160851.3743,854913.0032,816910.09,770851.7323,679437.5605,547394.1511,355161.6088,777434.9903
1104069,8354203.6187,160164.2954,80992.0931,129812.0686,357558.6427,496341.6016,406982.348,439742.6136,370799.448,416723.9358,346757.93,366127.35,251041.0634,180119.628,306012.4068,174201.8427,72049.4382,148926.117,444410.5102,465501.8651,333702.3088,416296.1655,276852.1514,294743.9971,250132.3625,301473.6193,244935.1975,174510.1599,447292.4414
1104070,15155817.2999,297696.7216,184406.557,318302.3053,568363.4008,746049.4255,612330.3535,646199.8426,627088.2925,735147.1628,655801.5615,725002.8941,533380.7765,346327.0915,646100.4202,251710.4667,166005.2657,286391.2055,790920.5316,751953.9572,618082.3468,692805.2319,503516.7225,638638.17,556539.0074,525248.7025,444226.0755,314241.7306,973341.0663
1105053,26421790.2338,350993.2622,161996.6453,604385.8304,2441884.5951,2478937.183,1315860.6004,1016238.7051,765790.2454,787548.9287,647605.7585,629441.7967,457837.6591,327864.1312,573751.9447,308015.7264,143041.5803,766097.0152,3657668.9918,2526272.7616,1326041.5512,930762.4644,637404.9548,625923.291,576872.6789,590241.7502,518489.9506,406039.7628,848780.4783
1105054,14035209.6839,339154.1451,141946.482,280680.006,880557.8628,1036861.692,716219.8007,680728.4764,493157.6017,507586.0203,444281.4786,421027.0141,310899.8977,235419.2437,420381.6104,228633.7454,112018.2593,311154.1544,1110979.5123,1000603.9877,697124.2788,637706.7689,430873.1616,430091.2232,394969.1736,423750.3205,377335.7089,264177.643,706890.4016
1105055,11484055.6173,366831.3141,129043.2698,183298.859,345091.946,561123.192,555632.9497,553684.5771,485134.0056,424441.5403,420412.725,488333.7364,341050.8812,247860.4396,439497.0436,281026.4589,110630.3214,195185.9769,431527.4574,679813.1346,592621.5391,539169.5638,395148.5176,442709.5112,419123.2143,477382.1659,443541.6781,312126.4143,622613.1661
1105056,14393444.0985,486899.7226,227055.3286,292500.2173,402793.5663,641982.0485,605184.2008,689506.314,526523.0269,562150.473,531096.589,525013.3347,372043.969,255150.6185,520413.4408,441556.9226,218297.5121,290252.5437,534453.8971000001,801592.8108,680392.5473,736896.6826000001,533484.743,543265.1867,573411.1285,614462.4178,499193.2862,404171.0422,883700.5324
1105057,11181160.2123,378187.8122,187008.76,215852.6666,318449.2249,434977.2842,457388.7931,501415.2954,408361.8007,406490.9072,396225.9181,469049.2834,368854.749,234651.2066,510935.2029,334956.667,162542.7212,220928.6092,348892.8425,426922.8811,513046.7324,410555.888,383035.3952,477614.6369,474108.7522,555560.4312,407509.3165,346080.2604,831556.1803
1105058,18873874.0274,609343.8483,297519.5453,585070.9747,529704.6557,712528.2162,622271.8144,706272.9665,598980.4638,667006.7551,636340.2758,783653.0846,635319.3619,434193.1642,900875.1662,616063.1097,285682.6021,497045.9123,558419.4525,724526.5342,719857.2953,795079.0838,685272.2678,714962.5956,806811.444,881721.3504,798014.4436,594398.8467,1476938.8198
1105059,11376343.5965,349811.0912,116603.6931,185555.3161,430768.3497,576751.9289,550552.1114,571419.1645,446159.4889,477066.314,353482.156,341118.1643,272409.7825,197857.3876,390882.3385,407244.1383,145606.5843,240078.9243,551478.3237,705249.9981,643306.6476,602054.0469,419677.75,404610.8544,360721.0377,387777.6946,339350.5323,267557.0564,641192.7486
1105063,27086786.2473,1307411.788,1105250.4193,1175517.6082,681975.6802000001,656609.6451,579692.6987,773449.5848,1066040.3249,1282760.4089,1028247.3203,869435.0192,615232.6174,483558.1417,905729.348,1405336.1253,1177185.7601,1115257.0009,859731.4939,707207.6892,628579.3373,1141290.1361,1349987.9483,1535649.0465,1139504.7919,1017008.6885,713558.343,529414.3313,1236164.9434
1105064,18460452.2164,393460.4713,239957.3562,531084.6459,707038.3262,979407.9712,820791.4301,782305.5065,670463.7406,761872.0121,623622.4961,621504.556,487320.6982,341124.6788,619422.0603,363817.0678,210443.6403,471431.3467,997237.8395,1121302.1216,833251.4759,799544.9866000001,713594.4499,699533.6953,669698.1439,847674.8413,630725.3873,453313.2087,1069508.0145
1105065,15952386.4108,634692.7473,296918.3892,363414.3872,459012.1597,622619.0741,632130.0679,699226.9428,631923.1057,631546.1221,557237.7226,538847.772,483815.9119,358133.2128,648288.6605,549540.7009,238705.5092,368501.5764,530406.9363,656929.9441,694005.0671,814607.335,615942.6068,669634.8541,560028.3636,679806.7638,591132.3909,451729.8223,973608.2168
1105066,17344909.317,713749.4384,368436.2493,463922.9359,578132.0082,666242.1857,569569.6555,774041.2754,657377.6194,691078.8447,577543.3063,538381.3943,474048.0475,316906.664,646875.3816,706522.7579,375544.2986,483615.9435,705494.5489,715763.6658,678126.2603,805465.9742,735502.0692,704335.4453,716415.2578,764920.7119,597287.2062,426253.7098,893356.4872
